305.00	289.00	400.00	284.00	406.00	437.00	312.00	440.00	
305.02	288.48	397.44	288.48	397.44	435.13	305.02	435.13	
305.55	287.54	396.98	287.54	396.98	435.94	305.55	435.94	
305.26	288.50	397.24	288.50	397.24	435.11	305.26	435.11	
305.27	288.67	397.22	288.67	397.22	434.98	305.27	434.98	
305.22	288.65	397.26	288.65	397.26	435.00	305.22	435.00	
305.23	288.65	397.27	288.65	397.27	434.99	305.23	434.99	
305.22	288.66	397.25	288.66	397.25	434.98	305.22	434.98	
305.06	288.51	397.41	288.51	397.41	435.12	305.06	435.12	
305.04	288.53	397.42	288.53	397.42	435.10	305.04	435.10	
305.08	288.54	397.38	288.54	397.38	435.09	305.08	435.09	
305.05	288.53	397.42	288.53	397.42	435.09	305.05	435.09	
305.06	288.53	397.40	288.53	397.40	435.10	305.06	435.10	
305.09	288.52	397.37	288.52	397.37	435.10	305.09	435.10	
305.05	288.57	397.38	288.57	397.38	435.06	305.05	435.06	
305.35	288.76	397.16	288.76	397.16	434.89	305.35	434.89	
305.36	288.76	397.13	288.76	397.13	434.89	305.36	434.89	
305.38	288.82	397.11	288.82	397.11	434.84	305.38	434.84	
305.35	288.73	397.16	288.73	397.16	434.92	305.35	434.92	
305.36	288.72	397.14	288.72	397.14	434.92	305.36	434.92	
305.34	288.75	397.15	288.75	397.15	434.90	305.34	434.90	
305.30	288.51	397.19	288.51	397.19	435.12	305.30	435.12	
305.44	288.44	397.05	288.44	397.05	435.17	305.44	435.17	
305.46	288.26	397.05	288.26	397.05	435.32	305.46	435.32	
305.38	288.38	397.12	288.38	397.12	435.22	305.38	435.22	
305.43	288.36	397.08	288.36	397.08	435.23	305.43	435.23	
305.43	288.37	397.06	288.37	397.06	435.23	305.43	435.23	
305.43	288.39	397.09	288.39	397.09	435.20	305.43	435.20	
305.43	288.39	397.08	288.39	397.08	435.21	305.43	435.21	
305.42	288.34	397.09	288.34	397.09	435.26	305.42	435.26	
305.43	288.34	397.10	288.34	397.10	435.26	305.43	435.26	
305.45	288.37	397.08	288.37	397.08	435.22	305.45	435.22	
305.37	288.34	397.17	288.34	397.17	435.24	305.37	435.24	
305.37	288.34	397.13	288.34	397.13	435.26	305.37	435.26	
305.48	288.60	397.03	288.60	397.03	435.02	305.48	435.02	
305.49	288.60	397.04	288.60	397.04	435.03	305.49	435.03	
305.38	288.69	397.13	288.69	397.13	434.94	305.38	434.94	
305.47	288.60	397.03	288.60	397.03	435.02	305.47	435.02	
305.42	288.65	397.10	288.65	397.10	434.95	305.42	434.95	
305.42	288.64	397.09	288.64	397.09	434.96	305.42	434.96	
305.36	288.65	397.14	288.65	397.14	434.97	305.36	434.97	
305.41	288.65	397.09	288.65	397.09	434.94	305.41	434.94	
305.18	288.19	397.34	288.19	397.34	435.29	305.18	435.29	
305.33	288.16	397.21	288.16	397.21	435.30	305.33	435.30	
305.27	288.08	397.28	288.08	397.28	435.37	305.27	435.37	
305.28	287.86	397.29	287.86	397.29	435.56	305.28	435.56	
305.28	287.86	397.30	287.86	397.30	435.55	305.28	435.55	
305.40	287.96	397.20	287.96	397.20	435.46	305.40	435.46	
305.49	287.77	397.12	287.77	397.12	435.63	305.49	435.63	
305.51	287.76	397.09	287.76	397.09	435.65	305.51	435.65	
305.47	287.83	397.11	287.83	397.11	435.58	305.47	435.58	
305.57	287.83	397.02	287.83	397.02	435.57	305.57	435.57	
305.44	287.81	397.16	287.81	397.16	435.60	305.44	435.60	
305.63	287.57	396.99	287.57	396.99	435.80	305.63	435.80	
305.43	287.64	397.17	287.64	397.17	435.74	305.43	435.74	
305.43	287.65	397.15	287.65	397.15	435.73	305.43	435.73	
305.56	287.49	397.06	287.49	397.06	435.88	305.56	435.88	
305.51	287.48	397.09	287.48	397.09	435.89	305.51	435.89	
305.45	287.53	397.17	287.53	397.17	435.85	305.45	435.85	
305.47	287.49	397.13	287.49	397.13	435.86	305.47	435.86	
305.40	287.60	397.21	287.60	397.21	435.76	305.40	435.76	
305.42	287.54	397.20	287.54	397.20	435.82	305.42	435.82	
305.15	287.77	397.44	287.77	397.44	435.62	305.15	435.62	
305.19	287.70	397.41	287.70	397.41	435.67	305.19	435.67	
305.18	287.67	397.43	287.67	397.43	435.70	305.18	435.70	
305.23	287.70	397.39	287.70	397.39	435.66	305.23	435.66	
